geschlecht,alter,bundesland,beruf,konsumhaeufigkeit,situation_freunde_familie,situation_party,situation_zuhause_essen,situation_zuhause_entspannung,situation_oeffentliche_veranstaltungen,situation_gastro,situation_urlaub,involvement_interesse,involvement_rolle,involvement_spass,involvement_wichtigkeit,involvement_vorteilhaft,involvement_unverzichtbar,gesundheit_wichtig,umweltfreundlich_wichtig,neue_produkte_probie,bio_mehrpreis_bereit,tierfrei_wichtig,alkoholverzicht_wichtig,einfluss_geschmack,einfluss_geruch,einfluss_preis,einfluss_markenbekanntheit,einfluss_nachhaltigkeit,einfluss_herkunft,einfluss_verpackungsdesign,einfluss_verpackungsform,einfluss_aktionsangebote,einfluss_alkoholgehalt,einfluss_empfehlung,einfluss_verfuegbarkeit,praef_sorte_alkoholfrei,praef_sorte_weizen,praef_sorte_koelsch,praef_sorte_altbier,praef_sorte_pale_ale,praef_sorte_stout,praef_sorte_maerzen_export,praef_sorte_radler,praef_sorte_pils,praef_sorte_bock_schwarzrauchbier,praef_sorte_helles_lager,praef_sorte_craft_beer,praef_alkoholfrei_0,praef_alkoholfrei_0_5,praef_bier_alkohol,geschmack_rauchig,geschmack_hopfig,geschmack_suesslich_malzig,geschmack_fruchtig,geschmack_kraeuter,geschmack_gewuerze,geschmack_bitter,geschmack_saeuerlich,geschmack_zitrus,quality_score,rule_violations,violation_details,quality_summary
maennlich,2001,Baden-Württemberg,keine Angabe,mehrmals im Monat,3,2,2,1,3,2,2,5,3,5,3,3,3,3,3,4,2,3,1,5,4,3,4,3,3,4,2,5,3,5,2,1,5,2,3,2,1,1,1,2,2,4,1,1,1,4,2,3,3,3,2,2,3,5,1,100,[],{},The data row meets all the plausibility rules.
maennlich,2002,Baden-Württemberg,Studentin / Student,mehrmals im Monat,3,3,3,1,2,3,2,3,1,4,3,3,1,2,3,4,3,2,4,4,4,3,1,3,3,2,2,5,4,4,3,2,5,1,1,1,1,1,1,4,3,5,1,5,2,4,2,2,2,3,3,2,5,2,3,86,"[""rule_2"", ""rule_4""]","{""rule_2"": ""The 'alter' indicates a year (2002) that makes the person under 18, but 'beruf' is 'Studentin / Student', which is a profession requiring adulthood."", ""rule_4"": ""The 'alkoholverzicht_wichtig' is rated high (4), but 'konsumhaeufigkeit' is 'mehrmals im Monat', which is inconsistent.""}",The data quality is good but has some inconsistencies regarding age-related profession and alcohol consumption preferences.
maennlich,2003,Baden-Württemberg,ohne Beschäftigung,täglich,3,3,1,2,2,3,2,3,1,5,5,2,1,1,4,4,1,1,2,5,3,2,3,2,2,2,2,5,2,2,5,3,1,1,1,2,2,1,4,1,2,5,1,1,3,5,1,3,3,4,4,1,3,1,2,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2003) that makes the person under 18, but the 'beruf' is 'ohne Besch\u00e4ftigung', which is acceptable. However, if the profession were one requiring adulthood, it would be a violation.""}","The data quality is generally good, with one minor inconsistency regarding age and profession."
weiblich,1996,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,3,2,1,1,2,2,1,3,1,4,2,3,3,5,2,5,4,2,1,4,3,4,3,2,3,3,1,2,2,3,3,4,2,1,2,1,2,4,2,3,1,5,4,1,1,3,3,1,4,2,2,2,1,4,3,86,"[""rule_2"", ""rule_7""]","{""rule_2"": ""The 'alter' indicates a year (1996) that makes the person under 18, but 'beruf' is 'Studentin / Student', which is a profession requiring adulthood."", ""rule_7"": ""The 'praef_sorte_alkoholfrei' is rated high (4), but 'konsumhaeufigkeit' is 'mehrmals pro Woche', which is inconsistent.""}","The data quality is compromised due to inconsistencies between age and profession, as well as preferences and consumption."
weiblich,2004,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,3,3,2,1,2,2,2,2,1,5,1,2,1,4,3,3,1,2,2,5,5,3,2,2,3,3,2,4,1,3,4,2,2,1,1,2,1,5,3,3,1,5,1,2,1,5,2,4,3,3,1,1,3,2,4,72,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2004) that makes the person under 18 (current year is 2023), and 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
weiblich,2002,Baden-Württemberg,Angestellte / Angestellter,seltener als einmal pro Monat,2,3,2,1,1,2,2,4,5,3,3,3,4,3,4,5,1,1,1,5,4,3,3,1,5,5,5,4,2,5,1,3,3,1,2,3,1,2,3,5,2,5,3,2,4,2,2,3,5,2,2,5,2,4,2,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2002) that makes the person under 18 (current year 2023), and 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
weiblich,2001,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,1,2,3,3,2,5,5,3,3,2,5,2,3,3,5,1,1,4,5,5,3,2,3,4,2,3,2,3,4,1,5,1,1,1,3,3,2,3,1,4,3,1,2,5,2,4,1,4,3,1,1,2,1,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2001) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
maennlich,2002,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,1,3,2,3,1,4,2,3,1,3,1,4,2,4,4,1,1,5,5,4,2,3,4,3,2,3,1,3,4,1,3,2,1,1,1,1,4,3,1,5,2,2,4,5,2,1,1,4,2,2,3,1,2,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2002) that makes the person under 18 (current year is 2023), but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
maennlich,2002,Baden-Württemberg,Studentin / Student,mehrmals im Monat,3,3,1,1,2,2,2,5,4,1,2,1,2,4,4,3,3,3,1,5,5,3,5,1,3,2,2,4,2,3,2,2,5,1,1,1,1,1,2,3,1,5,3,2,2,3,1,1,3,5,1,1,2,2,3,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2002) that makes the person under 18 (current year is 2023), but 'beruf' is 'Studentin / Student', which is a profession that typically requires adulthood.""}","The data quality is mostly good, but there is an inconsistency between age and profession."
maennlich,2006,Baden-Württemberg,Angestellte / Angestellter,täglich,3,3,1,2,2,3,2,4,1,5,3,4,1,3,4,4,2,1,5,5,3,3,3,2,3,3,3,3,2,4,4,2,2,3,1,1,1,3,4,3,1,1,1,2,2,3,2,1,4,3,1,2,2,2,5,72,"[""rule_2"", ""rule_4""]","{""rule_2"": ""The 'alter' indicates a year (2006) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood."", ""rule_4"": ""The 'alkoholverzicht_wichtig' is rated high (5), but 'konsumhaeufigkeit' is 't\u00e4glich', which is inconsistent.""}",The data row has inconsistencies regarding age-related profession eligibility and alcohol consumption frequency.
maennlich,2004,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,2,1,1,3,2,2,1,3,4,1,1,4,2,5,5,1,3,4,4,2,3,2,2,3,2,4,2,3,5,4,1,1,1,1,1,4,5,3,1,3,1,2,1,5,1,3,3,2,2,3,3,2,2,86,"[""rule_2"", ""rule_7""]","{""rule_2"": ""The 'alter' indicates a year (2004) that makes the person under 18, but 'beruf' is 'Studentin / Student', which is a profession requiring adulthood."", ""rule_7"": ""The 'praef_sorte_alkoholfrei' is rated high (4), but 'konsumhaeufigkeit' is 'mehrmals im Monat', which is inconsistent.""}","The data quality is compromised due to inconsistencies between age and profession, as well as preferences and consumption."
unbekannt,2002,keine Angabe,Angestellte / Angestellter,mehrmals im Monat,2,1,1,1,3,2,1,3,5,4,4,1,1,5,2,5,2,2,2,3,5,4,3,4,3,3,2,2,2,2,3,3,2,1,1,1,4,3,5,3,3,5,2,1,2,5,2,4,4,5,3,1,1,2,4,72,"[""rule_2"", ""rule_5""]","{""rule_2"": ""The 'alter' indicates a year (2002) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood."", ""rule_5"": ""The 'geschlecht' is 'unbekannt' while 'beruf' is specified as 'Angestellte / Angestellter'.""}",The data row contains inconsistencies regarding age-related profession requirements and gender specification.
maennlich,2004,Bayern,Angestellte / Angestellter,mehrmals im Monat,2,3,2,1,2,2,3,1,2,3,2,3,4,4,4,4,4,1,1,5,4,4,4,4,5,4,3,3,3,3,4,2,1,1,1,3,3,4,5,3,1,3,1,2,2,1,4,5,2,4,2,3,2,2,1,72,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2004) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data quality is compromised due to an inconsistency between age and profession.
maennlich,2000,Baden-Württemberg,Angestellte / Angestellter,einmal pro Monat,2,3,3,1,3,3,2,4,5,2,1,1,5,1,3,4,2,1,2,1,5,5,3,1,3,4,2,3,2,3,1,1,1,1,2,1,2,2,4,3,2,1,4,4,2,5,2,5,5,3,1,2,2,2,3,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2000) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
maennlich,2003,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,2,3,2,1,2,3,3,5,1,4,1,1,1,3,4,3,2,2,2,4,5,4,4,1,5,5,2,1,4,2,5,2,1,1,2,2,1,3,2,1,2,1,3,1,2,4,2,3,3,5,3,3,4,2,2,100,[],{},The data row meets all the plausibility rules.
weiblich,keine Angabe,Baden-Württemberg,keine Angabe,mehrmals im Monat,2,3,2,3,3,3,2,2,3,1,3,1,1,3,3,4,4,1,1,5,2,3,3,1,3,2,5,2,2,4,4,4,1,3,1,1,4,1,1,2,2,3,3,2,2,4,2,4,3,3,1,3,2,2,4,100,[],{},The data row meets all quality standards.
maennlich,1998,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,2,3,1,2,3,3,2,2,3,4,2,3,3,3,3,3,1,3,4,5,3,3,4,2,2,2,3,4,3,3,3,2,3,1,1,1,2,4,4,2,1,5,1,2,1,5,2,5,4,3,2,3,1,1,3,86,"[""rule_2"", ""rule_4""]","{""rule_2"": ""The 'alter' indicates a year (1998) that makes the person under 18, but 'beruf' is 'Studentin / Student', which is inconsistent with being underage."", ""rule_4"": ""The 'alkoholverzicht_wichtig' is rated high (4), but 'konsumhaeufigkeit' is 'mehrmals pro Woche', which is inconsistent.""}",The data quality is compromised due to inconsistencies in age-related profession and alcohol consumption ratings.
unbekannt,1995,Baden-Württemberg,Angestellte / Angestellter,seltener als einmal pro Monat,3,3,2,1,3,3,2,2,1,5,1,3,4,5,5,1,2,2,2,5,4,4,3,3,1,4,2,1,3,3,5,5,4,3,3,1,1,4,5,3,2,5,1,1,3,5,3,4,2,5,1,2,3,3,2,72,"[""rule_2"", ""rule_5""]","{""rule_2"": ""The 'alter' indicates a year (1995) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood."", ""rule_5"": ""The 'geschlecht' is 'unbekannt' while 'beruf' is specified as 'Angestellte / Angestellter'.""}",The data row contains inconsistencies regarding age-related profession requirements and gender specification.
weiblich,2004,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,2,2,3,3,3,1,3,4,5,1,1,3,2,5,4,2,3,4,4,4,3,2,3,3,1,4,2,5,4,3,4,2,1,1,1,2,3,3,2,4,1,2,3,4,2,3,1,3,2,2,3,2,3,72,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2004) that makes the person under 18 (current year 2023), but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
weiblich,2002,Baden-Württemberg,Schülerin / Schüler,mehrmals pro Woche,1,3,2,1,1,2,1,3,3,3,3,3,4,4,3,4,3,4,1,5,1,5,1,2,4,3,4,5,1,1,3,2,4,1,1,2,4,4,1,4,1,1,1,2,1,4,2,3,3,3,1,3,2,2,3,86,"[""rule_2"", ""rule_6""]","{""rule_2"": ""The 'alter' indicates a year (2002) that makes the person under 18, but 'beruf' is 'Sch\u00fclerin / Sch\u00fcler', which is a profession requiring adulthood."", ""rule_6"": ""The 'involvement_unverzichtbar' (4) is higher than 'involvement_interesse' (3).""}",The data row has some inconsistencies regarding age-related profession and involvement ratings.
weiblich,1998,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,2,2,1,2,2,1,5,2,2,2,3,2,3,3,4,4,4,1,5,4,3,3,1,3,4,1,4,1,3,2,1,2,3,1,1,4,1,3,3,2,3,1,1,4,4,3,3,3,5,1,2,3,2,3,100,[],{},The data row meets all quality standards.
weiblich,1999,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,2,3,1,2,2,3,3,2,5,2,4,3,3,5,3,2,5,2,2,4,3,3,3,2,3,4,2,1,2,3,3,4,2,1,1,1,3,3,4,3,2,1,1,1,5,4,2,3,1,3,3,2,1,2,3,86,"[""rule_2"", ""rule_7""]","{""rule_2"": ""The 'alter' indicates a year (1999) that makes the person under 18, but 'beruf' is 'Studentin / Student', which is a profession requiring adulthood."", ""rule_7"": ""The 'praef_sorte_alkoholfrei' is rated high (4), but 'konsumhaeufigkeit' is 'mehrmals pro Woche', which is inconsistent.""}","The data row has some inconsistencies regarding age and profession, as well as preferences and consumption."
maennlich,2002,Baden-Württemberg,Angestellte / Angestellter,seltener als einmal pro Monat,3,3,2,2,1,2,2,2,4,5,3,5,1,3,3,3,2,1,2,5,4,4,3,2,5,2,4,2,3,5,4,2,5,3,1,1,3,3,3,5,1,3,1,4,2,4,3,3,1,3,2,1,2,1,4,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2002) that makes the person under 18 (current year 2023), but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}","The data quality is mostly acceptable, but there is an inconsistency between age and profession."
weiblich,keine Angabe,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,1,1,2,3,3,5,3,4,1,1,2,4,1,3,2,1,2,4,2,4,3,2,4,4,2,2,2,3,5,1,3,1,2,2,1,2,1,3,1,1,2,2,1,1,1,3,4,3,3,3,3,2,5,100,[],{},The data row meets all plausibility rules.
maennlich,keine Angabe,Baden-Württemberg,Studentin / Student,täglich,2,3,2,1,2,2,2,4,2,4,4,4,1,5,1,4,1,1,1,4,3,4,1,2,3,3,1,4,4,3,3,2,3,1,3,2,3,4,4,2,2,2,1,5,2,3,3,2,2,3,2,4,3,2,1,100,[],{},The data row meets all the specified data quality rules.
weiblich,2004,Baden-Württemberg,Angestellte / Angestellter,einmal pro Monat,3,3,1,1,3,3,1,2,2,3,1,2,1,4,2,3,3,1,2,5,4,4,2,2,2,1,2,4,2,3,5,1,5,3,1,1,1,1,4,5,2,4,3,3,4,3,1,5,1,3,2,3,4,2,3,72,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2004) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
maennlich,2004,Baden-Württemberg,Studentin / Student,täglich,2,3,2,1,3,2,2,5,2,3,1,3,2,1,5,4,3,3,4,4,4,2,3,1,2,5,4,3,2,3,4,1,1,1,1,1,3,2,5,3,1,3,1,4,2,5,2,3,2,1,2,1,4,1,3,72,"[""rule_2"", ""rule_4""]","{""rule_2"": ""The 'alter' indicates a year (2004) that makes the person under 18, but 'beruf' is 'Studentin / Student', which is inconsistent with being underage."", ""rule_4"": ""The 'alkoholverzicht_wichtig' is rated high (4), but 'konsumhaeufigkeit' is 't\u00e4glich', which is inconsistent.""}",The data quality is compromised due to inconsistencies in age-related profession and alcohol consumption ratings.
weiblich,2003,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,3,3,2,1,2,3,2,2,2,3,5,3,3,2,3,2,1,4,1,4,2,4,3,3,3,2,4,3,5,1,2,1,3,1,1,2,2,1,1,5,1,4,2,1,3,4,1,3,5,5,3,2,2,2,3,72,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2003) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data quality is compromised due to an inconsistency between age and profession.
unbekannt,2003,Hessen,Studentin / Student,seltener als einmal pro Monat,2,3,2,1,2,2,2,2,3,4,5,4,1,1,3,4,3,3,2,5,4,3,3,4,3,2,2,4,4,5,3,1,3,3,5,1,1,4,5,1,1,2,1,2,2,5,2,2,5,1,1,3,1,3,1,86,"[""rule_5""]","{""rule_5"": ""The 'geschlecht' column is 'unbekannt' while 'beruf' is specified as 'Studentin / Student'.""}",The data row has one violation related to the gender and profession consistency.
weiblich,2004,Bayern,Studentin / Student,mehrmals im Monat,3,2,1,1,3,3,2,4,2,5,3,3,1,3,2,5,2,5,1,5,5,3,3,3,2,5,3,2,2,3,2,1,5,1,1,1,2,4,3,3,1,1,1,2,3,5,2,3,3,3,3,3,1,2,3,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2004) that makes the person under 18, but 'beruf' is 'Studentin / Student', which is a profession requiring adulthood.""}",The data row has one violation related to age and profession consistency.
unbekannt,2003,Baden-Württemberg,Angestellte / Angestellter,mehrmals pro Woche,2,3,2,1,2,2,3,4,5,5,2,4,2,2,2,4,3,4,3,3,4,4,1,4,2,2,2,4,1,2,1,2,2,1,3,2,1,1,4,3,2,1,1,3,1,3,2,3,1,3,5,3,1,2,3,72,"[""rule_2"", ""rule_5""]","{""rule_2"": ""The 'alter' indicates a year (2003) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood."", ""rule_5"": ""The 'geschlecht' is 'unbekannt' while 'beruf' is specified as 'Angestellte / Angestellter'.""}",The data row contains inconsistencies regarding age-related profession requirements and gender specification.
maennlich,2006,keine Angabe,Angestellte / Angestellter,täglich,2,3,2,3,3,2,1,3,1,4,2,2,2,4,1,3,2,1,1,4,4,5,3,3,5,4,4,3,3,3,3,2,1,5,1,4,1,4,4,3,2,1,2,4,3,4,2,2,2,4,2,3,4,1,4,72,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2006) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
weiblich,2002,Baden-Württemberg,ohne Beschäftigung,mehrmals pro Woche,2,3,1,1,2,3,1,2,1,5,2,2,2,4,5,4,2,2,2,3,4,4,2,2,4,5,4,4,3,3,3,2,5,1,2,2,1,3,4,3,1,5,2,2,3,3,1,3,3,5,1,2,2,2,4,100,[],{},The data row meets all the specified data quality rules.
maennlich,1998,Bayern,Angestellte / Angestellter,mehrmals im Monat,2,3,2,1,3,3,2,2,3,3,1,3,2,4,3,5,3,1,1,5,4,4,3,2,1,4,3,5,3,3,2,2,4,1,1,1,4,4,4,4,2,5,1,2,3,5,1,4,3,5,2,1,3,2,3,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (1998) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
weiblich,2006,Baden-Württemberg,Angestellte / Angestellter,einmal pro Monat,3,3,2,2,2,3,2,3,3,4,3,2,1,4,2,5,1,1,3,4,4,4,3,2,1,2,2,3,2,3,3,2,4,1,1,1,1,3,4,3,2,3,1,1,5,4,1,1,1,5,1,2,5,2,3,72,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2006) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
weiblich,2003,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,1,2,2,2,3,5,2,2,2,2,1,3,4,5,1,1,3,5,2,2,1,2,5,4,2,4,2,3,2,2,2,4,1,1,2,3,4,3,1,5,1,2,5,3,4,3,4,3,2,3,1,2,4,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2003) that makes the person under 18, but 'beruf' is 'Studentin / Student', which is a profession requiring adulthood.""}","The data quality is mostly good, but there is an inconsistency between age and profession."
weiblich,2002,Bayern,Studentin / Student,seltener als einmal pro Monat,2,3,1,1,3,3,2,2,3,3,1,1,1,3,2,3,3,1,1,4,4,2,4,2,3,2,2,3,2,3,4,1,5,4,1,1,1,2,2,3,2,5,4,2,1,3,3,2,3,2,1,3,3,1,1,100,[],{},The data row meets all specified plausibility rules.
maennlich,1997,Baden-Württemberg,Angestellte / Angestellter,seltener als einmal pro Monat,3,3,2,1,3,3,2,2,3,1,1,2,2,4,4,5,2,2,1,5,5,4,3,2,3,4,4,3,2,3,2,2,3,1,2,5,3,5,4,3,3,5,1,3,1,5,2,4,4,4,1,3,3,2,2,100,[],{},The data row meets all the specified data quality rules.
weiblich,2004,Hamburg,Beamtin / Beamter,mehrmals im Monat,2,3,1,1,3,3,3,4,1,4,2,1,1,5,1,1,3,2,1,5,4,3,3,4,3,4,3,3,4,3,4,2,2,1,5,1,5,1,3,3,1,1,3,4,1,2,2,3,4,3,3,1,1,2,3,72,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2004) that makes the person under 18, but 'beruf' is 'Beamtin / Beamter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
weiblich,2000,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,2,2,1,3,2,5,2,4,3,2,1,1,3,2,3,3,2,4,4,3,1,3,2,3,2,4,4,3,3,2,3,4,2,1,1,3,4,5,1,4,1,4,3,5,1,3,4,4,1,3,2,1,4,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2000) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}","The data quality is mostly good, but there is an inconsistency between age and profession."
weiblich,1999,Baden-Württemberg,Angestellte / Angestellter,mehrmals pro Woche,3,3,1,1,3,2,3,4,4,2,2,1,2,4,4,4,4,1,4,5,5,2,2,1,3,3,2,3,3,3,4,2,3,3,1,3,2,1,5,1,1,5,3,2,2,5,2,2,5,5,2,3,3,2,3,72,"[""rule_2"", ""rule_4""]","{""rule_2"": ""The 'alter' indicates a year (1999) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood."", ""rule_4"": ""The 'alkoholverzicht_wichtig' is rated high (4), but 'konsumhaeufigkeit' is 'mehrmals pro Woche', which is inconsistent.""}",The data row has two quality issues related to age and consumption patterns.
maennlich,1997,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,1,3,2,1,1,3,2,4,5,4,4,1,3,4,1,3,2,2,2,4,4,3,2,2,3,5,3,2,2,3,5,2,5,5,1,4,1,1,3,2,2,5,2,1,3,3,1,4,3,5,2,2,3,2,4,72,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (1997) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
weiblich,2004,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,1,2,3,2,1,5,5,4,2,3,2,3,4,1,5,2,3,2,3,4,3,3,5,3,4,2,2,3,4,1,5,3,1,1,4,1,4,5,2,3,1,3,2,5,3,5,4,3,2,3,1,2,2,72,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2004) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}",The data row has one violation related to age and profession consistency.
weiblich,keine Angabe,Baden-Württemberg,keine Angabe,mehrmals im Monat,3,3,2,1,2,1,2,1,1,4,1,1,1,3,4,1,2,4,2,5,4,3,2,2,3,2,2,3,3,4,3,1,3,5,1,3,1,4,4,3,1,3,1,4,1,4,1,3,3,2,1,2,4,2,3,100,[],{},The data row meets all the specified data quality rules.
weiblich,2000,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,2,2,3,3,2,3,3,3,2,3,2,5,2,5,3,3,1,5,4,3,3,2,2,4,4,4,4,3,3,1,2,1,3,1,2,4,1,4,1,5,2,2,2,1,1,1,3,3,2,3,2,2,4,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2000) that makes the person under 18 (current year is 2023), but 'beruf' is 'Studentin / Student', which is a profession requiring adulthood.""}","The data quality is mostly good, but there is an inconsistency between age and profession."
maennlich,2001,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,2,1,3,3,2,5,3,4,4,3,1,3,5,5,3,2,3,5,4,4,3,3,5,2,3,4,3,3,3,2,3,3,1,4,1,1,1,4,2,5,1,1,5,3,1,4,3,2,3,3,2,2,3,100,[],{},The data row meets all specified plausibility rules.
maennlich,1998,Baden-Württemberg,Studentin / Student,täglich,3,2,1,1,2,2,3,2,4,5,3,2,1,2,1,2,1,1,1,4,5,5,2,1,4,3,4,2,2,3,1,4,2,3,3,1,1,4,3,4,2,4,1,2,4,3,3,3,4,3,3,3,3,2,3,86,"[""rule_2"", ""rule_7""]","{""rule_2"": ""The 'alter' indicates a year (1998) that makes the person under 18, but 'beruf' is 'Studentin / Student', which is inconsistent with being underage."", ""rule_7"": ""The 'praef_sorte_alkoholfrei' is rated high (4), but 'konsumhaeufigkeit' is 't\u00e4glich', which is inconsistent.""}","The data quality is compromised due to inconsistencies between age, profession, and consumption preferences."
weiblich,2004,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,2,3,2,1,1,3,1,3,3,3,1,2,1,5,3,3,2,3,1,5,5,2,5,2,5,3,2,1,1,4,4,2,5,1,1,2,1,4,1,2,1,5,1,2,3,5,3,3,4,3,3,1,3,2,3,86,"[""rule_2""]","{""rule_2"": ""The 'alter' indicates a year (2004) that makes the person under 18, but 'beruf' is 'Studentin / Student', which is a profession requiring adulthood.""}","The data quality is mostly good, but there is an inconsistency between age and profession."
weiblich,keine Angabe,Bayern,Angestellte / Angestellter,mehrmals im Monat,2,3,2,3,2,3,2,5,3,4,3,1,1,2,3,2,5,5,3,4,2,4,3,3,3,2,4,3,3,5,2,1,5,1,3,3,1,2,4,3,2,3,1,2,2,4,3,3,3,3,1,3,2,2,2,100,[],{},The data row meets all the specified data quality rules.
unbekannt,1999,Baden-Württemberg,Angestellte / Angestellter,seltener als einmal pro Monat,2,3,2,1,2,3,2,4,5,4,2,4,1,5,5,4,4,1,3,5,5,4,3,2,5,3,2,2,2,4,3,3,3,1,3,1,1,3,2,3,1,5,2,3,1,3,1,5,3,1,2,2,3,2,3,72,"[""rule_5"", ""rule_2""]","{""rule_5"": ""The 'geschlecht' is 'unbekannt' while 'beruf' is specified as 'Angestellte / Angestellter'."", ""rule_2"": ""The 'alter' indicates a year (1999) that makes the person under 18, but 'beruf' is 'Angestellte / Angestellter', which requires adulthood.""}","The data row has inconsistencies regarding gender and profession, as well as age-related employment suitability."
